x,y,color,condition
196,0,Bias 2,social
197,0,Bias 2,social
198,0,Bias 2,social
199,0,Bias 2,social
200,0,Bias 2,social
201,0,Bias 2,social
202,0,Bias 2,social
203,0,Bias 2,social
204,0,Bias 2,social
205,0,Bias 2,social
206,0,Bias 2,social
207,0.2,Bias 2,social
208,0.4,Bias 2,social
209,0,Bias 2,social
210,0,Bias 2,social
211,0,Bias 2,social
212,0,Bias 2,social
213,0,Bias 2,social
214,0,Bias 2,social
215,0,Bias 2,social
216,0,Bias 2,social
217,0,Bias 2,social
218,0.6,Bias 2,social
219,0,Bias 2,social
220,0,Bias 2,social
221,0.2,Bias 2,social
222,0.2,Bias 2,social
223,2.6,Bias 2,social
224,4,Bias 2,social
225,3.5999999999999996,Bias 2,social
226,2.6,Bias 2,social
227,3.2,Bias 2,social
228,5.6000000000000005,Bias 2,social
229,6.800000000000001,Bias 2,social
230,7.000000000000001,Bias 2,social
231,9.2,Bias 2,social
232,5.800000000000001,Bias 2,social
233,5.2,Bias 2,social
234,5.2,Bias 2,social
235,3.5999999999999996,Bias 2,social
236,3.2,Bias 2,social
237,1.2,Bias 2,social
238,1,Bias 2,social
239,1,Bias 2,social
240,1.2,Bias 2,social
241,1.2,Bias 2,social
242,1.2,Bias 2,social
243,0.6,Bias 2,social
244,0.2,Bias 2,social
245,0.2,Bias 2,social
246,0,Bias 2,social
247,0,Bias 2,social
248,0,Bias 2,social
249,0,Bias 2,social
250,0,Bias 2,social
251,0,Bias 2,social
252,0,Bias 2,social
253,0,Bias 2,social
254,0,Bias 2,social
255,0,Bias 2,social
256,0,Bias 2,social
257,0,Bias 2,social
258,0,Bias 2,social
259,0,Bias 2,social
260,0.4,Bias 2,social
261,0,Bias 2,social
262,0,Bias 2,social
263,0,Bias 2,social
264,0,Bias 2,social
265,0,Bias 2,social
266,0,Bias 2,social
267,0,Bias 2,social
268,0,Bias 2,social
269,0,Bias 2,social
270,0.2,Bias 2,social
271,0,Bias 2,social
272,0,Bias 2,social
273,0,Bias 2,social
274,0.2,Bias 2,social
275,0.2,Bias 2,social
276,0,Bias 2,social
277,0,Bias 2,social
278,0.4,Bias 2,social
279,0.4,Bias 2,social
280,1.6,Bias 2,social
281,1.2,Bias 2,social
282,1.6,Bias 2,social
283,1,Bias 2,social
284,0.8,Bias 2,social
285,0.4,Bias 2,social
286,0.6,Bias 2,social
287,0,Bias 2,social
288,0,Bias 2,social
289,0,Bias 2,social
290,0,Bias 2,social
291,0,Bias 2,social
292,0,Bias 2,social
293,0,Bias 2,social
294,0,Bias 2,social
295,0,Bias 2,social
296,0,Bias 2,social
297,0,Bias 2,social
298,0,Bias 2,social
299,0,Bias 2,social
300,0.2,Bias 2,social
301,0.4,Bias 2,social
302,0.8,Bias 2,social
303,0,Bias 2,social
304,0,Bias 2,social
305,0.2,Bias 2,social
306,0,Bias 2,social
307,0.2,Bias 2,social
308,0,Bias 2,social
309,0,Bias 2,social
310,0.2,Bias 2,social
311,0,Bias 2,social
312,0,Bias 2,social
313,0,Bias 2,social
314,0,Bias 2,social
315,0.4,Bias 2,social
316,0,Bias 2,social
317,0,Bias 2,social
318,1,Bias 2,social
319,0.4,Bias 2,social
320,0.2,Bias 2,social
321,0,Bias 2,social
322,0,Bias 2,social
323,0,Bias 2,social
324,0,Bias 2,social
325,0,Bias 2,social
326,0,Bias 2,social
327,0,Bias 2,social
328,0,Bias 2,social
329,0,Bias 2,social
330,0.2,Bias 2,social
331,0,Bias 2,social
332,0,Bias 2,social
333,0.6,Bias 2,social
334,0.4,Bias 2,social
335,0.4,Bias 2,social
336,0.2,Bias 2,social
337,0,Bias 2,social
338,0.2,Bias 2,social
339,0.6,Bias 2,social
340,0.8,Bias 2,social
341,0,Bias 2,social
342,0,Bias 2,social
343,0,Bias 2,social
344,0,Bias 2,social
345,0,Bias 2,social
346,0.2,Bias 2,social
347,0.6,Bias 2,social
348,0.6,Bias 2,social
349,1.4000000000000001,Bias 2,social
350,1.4000000000000001,Bias 2,social
351,1.4000000000000001,Bias 2,social
352,1.6,Bias 2,social
353,1.6,Bias 2,social
354,1.6,Bias 2,social
355,2.8000000000000003,Bias 2,social
356,3.4000000000000004,Bias 2,social
357,3.4000000000000004,Bias 2,social
358,4.2,Bias 2,social
359,4.8,Bias 2,social
360,4.2,Bias 2,social
361,2.4,Bias 2,social
362,5,Bias 2,social
363,4,Bias 2,social
364,3.2,Bias 2,social
365,2,Bias 2,social
366,2.4,Bias 2,social
367,2.8000000000000003,Bias 2,social
368,3.4000000000000004,Bias 2,social
369,3.2,Bias 2,social
370,2.1999999999999997,Bias 2,social
371,1.6,Bias 2,social
372,0.2,Bias 2,social
373,0,Bias 2,social
374,0,Bias 2,social
375,0,Bias 2,social
376,0,Bias 2,social
377,0,Bias 2,social
378,0,Bias 2,social
379,0,Bias 2,social
380,0,Bias 2,social
381,0,Bias 2,social
382,0,Bias 2,social
383,0,Bias 2,social
384,0,Bias 2,social
385,0,Bias 2,social
386,0,Bias 2,social
387,0,Bias 2,social
388,0,Bias 2,social
389,0,Bias 2,social
390,0,Bias 2,social
391,0,Bias 2,social
392,0,Bias 2,social
393,0,Bias 2,social
394,0,Bias 2,social
395,0.2,Bias 2,social
396,0.2,Bias 2,social
397,0.2,Bias 2,social
398,0,Bias 2,social
399,0,Bias 2,social
400,0,Bias 2,social
0,0,Bias 5,social
1,0,Bias 5,social
2,0,Bias 5,social
3,0,Bias 5,social
4,0,Bias 5,social
5,0.2,Bias 5,social
6,0,Bias 5,social
7,0,Bias 5,social
8,0,Bias 5,social
9,0,Bias 5,social
10,0,Bias 5,social
11,0,Bias 5,social
12,0,Bias 5,social
13,0,Bias 5,social
14,0,Bias 5,social
15,0.4,Bias 5,social
16,0.2,Bias 5,social
17,0,Bias 5,social
18,0,Bias 5,social
19,0,Bias 5,social
20,0,Bias 5,social
21,0,Bias 5,social
22,0,Bias 5,social
23,0,Bias 5,social
24,0,Bias 5,social
25,0,Bias 5,social
26,0,Bias 5,social
27,0,Bias 5,social
28,0,Bias 5,social
29,0,Bias 5,social
30,0,Bias 5,social
31,0,Bias 5,social
32,0,Bias 5,social
33,0,Bias 5,social
34,0,Bias 5,social
35,0,Bias 5,social
36,0,Bias 5,social
37,0,Bias 5,social
38,0,Bias 5,social
39,0,Bias 5,social
40,0,Bias 5,social
41,0,Bias 5,social
42,0,Bias 5,social
43,0,Bias 5,social
44,0,Bias 5,social
45,0,Bias 5,social
46,0.2,Bias 5,social
47,0,Bias 5,social
48,0,Bias 5,social
49,0,Bias 5,social
50,0,Bias 5,social
51,0,Bias 5,social
52,0,Bias 5,social
53,0,Bias 5,social
54,0,Bias 5,social
55,0,Bias 5,social
56,0,Bias 5,social
57,0,Bias 5,social
58,0,Bias 5,social
59,0,Bias 5,social
60,0,Bias 5,social
61,0,Bias 5,social
62,0,Bias 5,social
63,0,Bias 5,social
64,0,Bias 5,social
65,0,Bias 5,social
66,0,Bias 5,social
67,0,Bias 5,social
68,0,Bias 5,social
69,0,Bias 5,social
70,0,Bias 5,social
71,0,Bias 5,social
72,0,Bias 5,social
73,0,Bias 5,social
74,0,Bias 5,social
75,0,Bias 5,social
76,0,Bias 5,social
77,0,Bias 5,social
78,0,Bias 5,social
79,0,Bias 5,social
80,0,Bias 5,social
81,0.2,Bias 5,social
82,0.8,Bias 5,social
83,0.4,Bias 5,social
84,1.2,Bias 5,social
85,0.8,Bias 5,social
86,1,Bias 5,social
87,1.4000000000000001,Bias 5,social
88,0.8,Bias 5,social
89,1.6,Bias 5,social
90,1.2,Bias 5,social
91,0.8,Bias 5,social
92,0.2,Bias 5,social
93,0,Bias 5,social
94,0,Bias 5,social
95,0,Bias 5,social
96,0,Bias 5,social
97,0,Bias 5,social
98,0.2,Bias 5,social
99,0.6,Bias 5,social
100,0.8,Bias 5,social
101,1.6,Bias 5,social
102,2.4,Bias 5,social
103,2.4,Bias 5,social
104,2.1999999999999997,Bias 5,social
105,1.4000000000000001,Bias 5,social
106,1.4000000000000001,Bias 5,social
107,2.4,Bias 5,social
108,2.8000000000000003,Bias 5,social
109,1.4000000000000001,Bias 5,social
110,1.4000000000000001,Bias 5,social
111,0.4,Bias 5,social
112,0.2,Bias 5,social
113,0,Bias 5,social
114,0.2,Bias 5,social
115,0.4,Bias 5,social
116,0,Bias 5,social
117,0,Bias 5,social
118,0,Bias 5,social
119,0,Bias 5,social
120,0,Bias 5,social
121,0,Bias 5,social
122,0,Bias 5,social
123,0,Bias 5,social
124,0,Bias 5,social
125,0,Bias 5,social
126,0,Bias 5,social
127,0,Bias 5,social
128,0,Bias 5,social
129,0,Bias 5,social
130,0,Bias 5,social
131,0,Bias 5,social
132,0,Bias 5,social
133,0,Bias 5,social
134,0,Bias 5,social
135,0,Bias 5,social
136,0,Bias 5,social
137,0,Bias 5,social
138,0,Bias 5,social
139,0,Bias 5,social
140,0,Bias 5,social
141,0,Bias 5,social
142,0,Bias 5,social
143,0,Bias 5,social
144,0,Bias 5,social
145,0,Bias 5,social
146,0,Bias 5,social
147,0,Bias 5,social
148,0,Bias 5,social
149,0,Bias 5,social
150,0,Bias 5,social
151,0,Bias 5,social
152,0,Bias 5,social
153,0,Bias 5,social
154,0,Bias 5,social
155,0,Bias 5,social
156,0,Bias 5,social
157,0,Bias 5,social
158,0,Bias 5,social
159,0,Bias 5,social
160,0,Bias 5,social
161,0,Bias 5,social
162,0,Bias 5,social
163,0,Bias 5,social
164,0,Bias 5,social
165,0,Bias 5,social
166,0.6,Bias 5,social
167,0,Bias 5,social
168,0,Bias 5,social
169,0,Bias 5,social
170,0,Bias 5,social
171,0,Bias 5,social
172,0,Bias 5,social
173,0,Bias 5,social
174,0,Bias 5,social
175,0,Bias 5,social
176,0,Bias 5,social
177,0,Bias 5,social
178,0,Bias 5,social
179,0,Bias 5,social
180,0.2,Bias 5,social
181,0.6,Bias 5,social
182,0.2,Bias 5,social
183,0.6,Bias 5,social
184,0,Bias 5,social
185,0,Bias 5,social
186,0,Bias 5,social
187,0.2,Bias 5,social
188,0,Bias 5,social
189,0,Bias 5,social
190,0,Bias 5,social
191,0,Bias 5,social
192,0,Bias 5,social
193,0,Bias 5,social
194,0,Bias 5,social
195,0,Bias 5,social
196,0,Bias 5,social
197,0,Bias 5,social
198,0,Bias 5,social
199,0,Bias 5,social
200,0,Bias 5,social
201,0,Bias 5,social
202,0,Bias 5,social
203,0,Bias 5,social
204,0.2,Bias 5,social
205,1.6,Bias 5,social
206,0.6,Bias 5,social
207,1,Bias 5,social
208,0.2,Bias 5,social
209,0,Bias 5,social
210,0,Bias 5,social
211,0,Bias 5,social
212,0.2,Bias 5,social
213,0,Bias 5,social
214,0,Bias 5,social
215,0,Bias 5,social
216,0,Bias 5,social
217,0.2,Bias 5,social
218,0,Bias 5,social
219,0,Bias 5,social
220,0,Bias 5,social
221,0.2,Bias 5,social
222,0,Bias 5,social
223,0,Bias 5,social
224,0,Bias 5,social
225,0,Bias 5,social
226,0,Bias 5,social
227,0,Bias 5,social
228,0,Bias 5,social
229,0,Bias 5,social
230,0,Bias 5,social
231,0,Bias 5,social
232,0,Bias 5,social
233,0,Bias 5,social
234,0,Bias 5,social
235,0,Bias 5,social
236,0.4,Bias 5,social
237,0.4,Bias 5,social
238,0,Bias 5,social
239,0,Bias 5,social
240,0,Bias 5,social
241,0,Bias 5,social
242,0,Bias 5,social
243,0,Bias 5,social
244,0,Bias 5,social
245,0,Bias 5,social
246,0,Bias 5,social
247,0,Bias 5,social
248,0,Bias 5,social
249,0,Bias 5,social
250,0,Bias 5,social
251,0,Bias 5,social
252,0,Bias 5,social
253,0,Bias 5,social
254,0,Bias 5,social
255,0,Bias 5,social
256,0,Bias 5,social
257,0,Bias 5,social
258,0,Bias 5,social
259,0.8,Bias 5,social
260,0.8,Bias 5,social
261,1,Bias 5,social
262,0.6,Bias 5,social
263,2.6,Bias 5,social
264,4,Bias 5,social
265,3.2,Bias 5,social
266,4,Bias 5,social
267,3.8,Bias 5,social
268,4.8,Bias 5,social
269,4.2,Bias 5,social
270,6.2,Bias 5,social
271,8,Bias 5,social
272,9.4,Bias 5,social
273,10,Bias 5,social
274,10.4,Bias 5,social
275,11.4,Bias 5,social
276,12.2,Bias 5,social
277,9.2,Bias 5,social
278,11.200000000000001,Bias 5,social
279,11,Bias 5,social
280,11.799999999999999,Bias 5,social
281,11.600000000000001,Bias 5,social
282,12.2,Bias 5,social
283,11.600000000000001,Bias 5,social
284,11.4,Bias 5,social
285,13.200000000000001,Bias 5,social
286,13,Bias 5,social
287,13,Bias 5,social
288,8.799999999999999,Bias 5,social
289,8.6,Bias 5,social
290,7.000000000000001,Bias 5,social
291,8.4,Bias 5,social
292,6.2,Bias 5,social
293,2.4,Bias 5,social
294,3,Bias 5,social
295,3.5999999999999996,Bias 5,social
296,3.8,Bias 5,social
297,4,Bias 5,social
298,3.4000000000000004,Bias 5,social
299,1.6,Bias 5,social
300,0.8,Bias 5,social
301,0.6,Bias 5,social
302,1.2,Bias 5,social
303,1,Bias 5,social
304,1,Bias 5,social
305,1.2,Bias 5,social
306,1.2,Bias 5,social
307,0,Bias 5,social
308,0,Bias 5,social
309,0,Bias 5,social
310,0.2,Bias 5,social
311,0.6,Bias 5,social
312,0.2,Bias 5,social
313,0,Bias 5,social
314,0.4,Bias 5,social
315,1.7999999999999998,Bias 5,social
316,0.8,Bias 5,social
317,1.2,Bias 5,social
318,0.8,Bias 5,social
319,0,Bias 5,social
320,0,Bias 5,social
321,0,Bias 5,social
322,0,Bias 5,social
323,0,Bias 5,social
324,0.2,Bias 5,social
325,1,Bias 5,social
326,1,Bias 5,social
327,2,Bias 5,social
328,3,Bias 5,social
329,2.6,Bias 5,social
330,3,Bias 5,social
331,1.7999999999999998,Bias 5,social
332,2.1999999999999997,Bias 5,social
333,3.2,Bias 5,social
334,3.5999999999999996,Bias 5,social
335,1.4000000000000001,Bias 5,social
336,3.2,Bias 5,social
337,1.4000000000000001,Bias 5,social
338,1.7999999999999998,Bias 5,social
339,1.6,Bias 5,social
340,1.2,Bias 5,social
341,1.4000000000000001,Bias 5,social
342,2.1999999999999997,Bias 5,social
343,2.8000000000000003,Bias 5,social
344,0.6,Bias 5,social
345,0.2,Bias 5,social
346,0,Bias 5,social
347,0,Bias 5,social
348,0,Bias 5,social
349,0,Bias 5,social
350,0,Bias 5,social
351,0,Bias 5,social
352,0,Bias 5,social
353,0,Bias 5,social
354,0,Bias 5,social
355,0,Bias 5,social
356,0,Bias 5,social
357,0,Bias 5,social
358,0,Bias 5,social
359,0,Bias 5,social
360,0,Bias 5,social
361,0,Bias 5,social
362,0,Bias 5,social
363,0,Bias 5,social
364,0,Bias 5,social
365,0,Bias 5,social
366,0,Bias 5,social
367,0,Bias 5,social
368,0,Bias 5,social
369,0,Bias 5,social
370,0,Bias 5,social
371,0,Bias 5,social
372,0,Bias 5,social
373,0,Bias 5,social
374,0,Bias 5,social
375,0,Bias 5,social
376,0,Bias 5,social
377,0,Bias 5,social
378,0,Bias 5,social
379,0,Bias 5,social
380,0,Bias 5,social
381,0,Bias 5,social
382,0,Bias 5,social
383,0,Bias 5,social
384,0,Bias 5,social
385,0,Bias 5,social
386,0,Bias 5,social
387,0,Bias 5,social
388,0.2,Bias 5,social
389,1.4000000000000001,Bias 5,social
390,1.2,Bias 5,social
391,0.2,Bias 5,social
392,0.6,Bias 5,social
393,1,Bias 5,social
394,0.2,Bias 5,social
395,0,Bias 5,social
396,0,Bias 5,social
397,0,Bias 5,social
398,0,Bias 5,social
399,0,Bias 5,social
400,0,Bias 5,social
0,1,Bias 4,social
1,0.8,Bias 4,social
2,1,Bias 4,social
3,0.4,Bias 4,social
4,0.4,Bias 4,social
5,0,Bias 4,social
6,0,Bias 4,social
7,0,Bias 4,social
8,0,Bias 4,social
9,0.4,Bias 4,social
10,0.2,Bias 4,social
11,0.2,Bias 4,social
12,1,Bias 4,social
13,2,Bias 4,social
14,2.4,Bias 4,social
15,3.5999999999999996,Bias 4,social
16,3.8,Bias 4,social
17,5,Bias 4,social
18,4,Bias 4,social
19,3.4000000000000004,Bias 4,social
20,4,Bias 4,social
21,3.5999999999999996,Bias 4,social
22,2.1999999999999997,Bias 4,social
23,2,Bias 4,social
24,1.4000000000000001,Bias 4,social
25,0,Bias 4,social
26,0,Bias 4,social
27,0,Bias 4,social
28,0,Bias 4,social
29,0,Bias 4,social
30,0,Bias 4,social
31,0.2,Bias 4,social
32,0,Bias 4,social
33,0,Bias 4,social
34,0.2,Bias 4,social
35,0.2,Bias 4,social
36,0.8,Bias 4,social
37,0.2,Bias 4,social
38,0.2,Bias 4,social
39,0,Bias 4,social
40,0,Bias 4,social
41,0,Bias 4,social
42,0,Bias 4,social
43,0.2,Bias 4,social
44,0.6,Bias 4,social
45,0.8,Bias 4,social
46,1.2,Bias 4,social
47,1,Bias 4,social
48,2.6,Bias 4,social
49,3.2,Bias 4,social
50,2,Bias 4,social
51,1.7999999999999998,Bias 4,social
52,0.8,Bias 4,social
53,1.4000000000000001,Bias 4,social
54,2.6,Bias 4,social
55,1.6,Bias 4,social
56,1.6,Bias 4,social
57,1.4000000000000001,Bias 4,social
58,0,Bias 4,social
59,0,Bias 4,social
60,0,Bias 4,social
61,0,Bias 4,social
62,0,Bias 4,social
63,0,Bias 4,social
64,0,Bias 4,social
65,0,Bias 4,social
66,0,Bias 4,social
67,0,Bias 4,social
68,0.2,Bias 4,social
69,0,Bias 4,social
70,0,Bias 4,social
71,0,Bias 4,social
72,0.2,Bias 4,social
73,0,Bias 4,social
74,0,Bias 4,social
75,0,Bias 4,social
76,0,Bias 4,social
77,0,Bias 4,social
78,0,Bias 4,social
79,0,Bias 4,social
80,0,Bias 4,social
81,0,Bias 4,social
82,0,Bias 4,social
83,0,Bias 4,social
84,0,Bias 4,social
85,0,Bias 4,social
86,0,Bias 4,social
87,0,Bias 4,social
88,0,Bias 4,social
89,0,Bias 4,social
90,0,Bias 4,social
91,0,Bias 4,social
92,0,Bias 4,social
93,0,Bias 4,social
94,0.2,Bias 4,social
95,0,Bias 4,social
96,0,Bias 4,social
97,0.2,Bias 4,social
98,1.4000000000000001,Bias 4,social
99,1.2,Bias 4,social
100,1.6,Bias 4,social
101,1,Bias 4,social
102,0.8,Bias 4,social
103,0.2,Bias 4,social
104,0.2,Bias 4,social
105,0.2,Bias 4,social
106,0.8,Bias 4,social
107,2,Bias 4,social
108,1.7999999999999998,Bias 4,social
109,3,Bias 4,social
110,2,Bias 4,social
111,2.4,Bias 4,social
112,2,Bias 4,social
113,3,Bias 4,social
114,1.6,Bias 4,social
115,0.8,Bias 4,social
116,0.2,Bias 4,social
117,1,Bias 4,social
118,0.8,Bias 4,social
119,1,Bias 4,social
120,1.2,Bias 4,social
121,0.4,Bias 4,social
122,0.6,Bias 4,social
123,0.8,Bias 4,social
124,0.4,Bias 4,social
125,2.1999999999999997,Bias 4,social
126,1.6,Bias 4,social
127,1.2,Bias 4,social
128,1.6,Bias 4,social
129,0.6,Bias 4,social
130,0.6,Bias 4,social
131,0.2,Bias 4,social
132,0,Bias 4,social
133,0,Bias 4,social
134,0.2,Bias 4,social
135,0,Bias 4,social
136,0,Bias 4,social
137,0,Bias 4,social
138,0,Bias 4,social
139,0,Bias 4,social
140,0.8,Bias 4,social
141,0.8,Bias 4,social
142,0.8,Bias 4,social
143,1.7999999999999998,Bias 4,social
144,1.4000000000000001,Bias 4,social
145,0,Bias 4,social
146,0,Bias 4,social
147,0,Bias 4,social
148,0,Bias 4,social
149,0,Bias 4,social
150,0.4,Bias 4,social
151,2.1999999999999997,Bias 4,social
152,0.4,Bias 4,social
153,0,Bias 4,social
154,0,Bias 4,social
155,0,Bias 4,social
156,0,Bias 4,social
157,0,Bias 4,social
158,0,Bias 4,social
159,0,Bias 4,social
160,0,Bias 4,social
161,0,Bias 4,social
162,0,Bias 4,social
163,0,Bias 4,social
164,0.2,Bias 4,social
165,0.2,Bias 4,social
166,0,Bias 4,social
167,0,Bias 4,social
168,0,Bias 4,social
169,0,Bias 4,social
170,0,Bias 4,social
171,0,Bias 4,social
172,0,Bias 4,social
173,0,Bias 4,social
174,0,Bias 4,social
175,0,Bias 4,social
176,0,Bias 4,social
177,0.2,Bias 4,social
178,0,Bias 4,social
179,0,Bias 4,social
180,0,Bias 4,social
181,0,Bias 4,social
182,0,Bias 4,social
183,0,Bias 4,social
184,0,Bias 4,social
185,0,Bias 4,social
186,0,Bias 4,social
187,0,Bias 4,social
188,0,Bias 4,social
189,0.2,Bias 4,social
190,0,Bias 4,social
191,0,Bias 4,social
192,0,Bias 4,social
193,0,Bias 4,social
194,0,Bias 4,social
195,0,Bias 4,social
196,0,Bias 4,social
197,0,Bias 4,social
198,0.2,Bias 4,social
199,1.6,Bias 4,social
200,1,Bias 4,social
201,0.4,Bias 4,social
202,1.4000000000000001,Bias 4,social
203,0.6,Bias 4,social
204,1,Bias 4,social
205,1.7999999999999998,Bias 4,social
206,2.1999999999999997,Bias 4,social
207,4,Bias 4,social
208,3.2,Bias 4,social
209,3.8,Bias 4,social
210,2.4,Bias 4,social
211,1.7999999999999998,Bias 4,social
212,0.8,Bias 4,social
213,0,Bias 4,social
214,1.2,Bias 4,social
215,1.7999999999999998,Bias 4,social
216,2.6,Bias 4,social
217,3.2,Bias 4,social
218,1.7999999999999998,Bias 4,social
219,1.4000000000000001,Bias 4,social
220,0.6,Bias 4,social
221,0.4,Bias 4,social
222,0,Bias 4,social
223,0,Bias 4,social
224,0,Bias 4,social
225,0,Bias 4,social
226,0,Bias 4,social
227,0,Bias 4,social
228,0,Bias 4,social
229,0,Bias 4,social
230,0,Bias 4,social
231,0,Bias 4,social
232,0,Bias 4,social
233,0,Bias 4,social
234,0,Bias 4,social
235,0,Bias 4,social
236,0,Bias 4,social
237,0,Bias 4,social
238,0.2,Bias 4,social
239,0,Bias 4,social
240,0,Bias 4,social
241,0,Bias 4,social
242,0,Bias 4,social
243,0,Bias 4,social
244,0,Bias 4,social
245,0,Bias 4,social
246,0,Bias 4,social
247,0,Bias 4,social
248,0,Bias 4,social
249,0,Bias 4,social
250,0,Bias 4,social
251,0,Bias 4,social
252,0,Bias 4,social
253,0,Bias 4,social
254,0,Bias 4,social
255,0,Bias 4,social
256,0,Bias 4,social
257,0,Bias 4,social
258,0.2,Bias 4,social
259,1.7999999999999998,Bias 4,social
260,1.4000000000000001,Bias 4,social
261,2,Bias 4,social
262,3.8,Bias 4,social
263,2,Bias 4,social
264,3.5999999999999996,Bias 4,social
265,3.8,Bias 4,social
266,2,Bias 4,social
267,1.7999999999999998,Bias 4,social
268,1.2,Bias 4,social
269,1.2,Bias 4,social
270,0.4,Bias 4,social
271,0.6,Bias 4,social
272,0.2,Bias 4,social
273,0.4,Bias 4,social
274,0,Bias 4,social
275,0,Bias 4,social
276,0,Bias 4,social
277,0,Bias 4,social
278,0,Bias 4,social
279,0,Bias 4,social
280,0,Bias 4,social
281,0,Bias 4,social
282,0,Bias 4,social
283,0,Bias 4,social
284,0,Bias 4,social
285,0,Bias 4,social
286,0,Bias 4,social
287,0,Bias 4,social
288,0,Bias 4,social
289,0,Bias 4,social
290,0,Bias 4,social
291,0,Bias 4,social
292,0,Bias 4,social
293,0,Bias 4,social
294,0,Bias 4,social
295,0,Bias 4,social
296,0,Bias 4,social
297,0,Bias 4,social
298,0,Bias 4,social
299,0,Bias 4,social
300,0,Bias 4,social
301,0,Bias 4,social
302,0,Bias 4,social
303,0,Bias 4,social
304,0,Bias 4,social
305,0,Bias 4,social
306,0,Bias 4,social
307,0,Bias 4,social
308,0,Bias 4,social
309,0,Bias 4,social
310,0,Bias 4,social
311,0.8,Bias 4,social
312,1.6,Bias 4,social
313,1.4000000000000001,Bias 4,social
314,1.7999999999999998,Bias 4,social
315,0.8,Bias 4,social
316,0,Bias 4,social
317,0,Bias 4,social
318,0,Bias 4,social
319,0,Bias 4,social
320,0,Bias 4,social
321,0,Bias 4,social
322,0,Bias 4,social
323,0,Bias 4,social
324,0,Bias 4,social
325,0.2,Bias 4,social
326,0.2,Bias 4,social
327,1.2,Bias 4,social
328,0.6,Bias 4,social
329,0,Bias 4,social
330,0,Bias 4,social
331,0,Bias 4,social
332,0.6,Bias 4,social
333,0.2,Bias 4,social
334,0.2,Bias 4,social
335,0,Bias 4,social
336,0.4,Bias 4,social
337,0.4,Bias 4,social
338,0,Bias 4,social
339,0,Bias 4,social
340,0,Bias 4,social
341,0,Bias 4,social
342,0,Bias 4,social
343,0,Bias 4,social
344,0,Bias 4,social
345,0,Bias 4,social
346,0,Bias 4,social
347,0,Bias 4,social
348,0,Bias 4,social
349,0,Bias 4,social
350,0.2,Bias 4,social
351,0,Bias 4,social
352,0,Bias 4,social
353,0,Bias 4,social
354,0,Bias 4,social
355,0,Bias 4,social
356,0,Bias 4,social
357,0,Bias 4,social
358,0,Bias 4,social
359,0,Bias 4,social
360,0,Bias 4,social
361,0.2,Bias 4,social
362,0.4,Bias 4,social
363,0,Bias 4,social
364,0,Bias 4,social
365,0.2,Bias 4,social
366,0,Bias 4,social
367,0.6,Bias 4,social
368,0.6,Bias 4,social
369,0.6,Bias 4,social
370,3.5999999999999996,Bias 4,social
371,2.6,Bias 4,social
372,2.4,Bias 4,social
373,4.6,Bias 4,social
374,4.2,Bias 4,social
375,3.4000000000000004,Bias 4,social
376,3.4000000000000004,Bias 4,social
377,3,Bias 4,social
378,1.7999999999999998,Bias 4,social
379,0,Bias 4,social
380,0,Bias 4,social
381,0,Bias 4,social
382,0,Bias 4,social
383,0,Bias 4,social
384,0,Bias 4,social
385,0.2,Bias 4,social
386,0,Bias 4,social
387,0,Bias 4,social
388,0,Bias 4,social
389,0,Bias 4,social
390,0,Bias 4,social
391,0,Bias 4,social
392,0,Bias 4,social
393,0,Bias 4,social
394,0.2,Bias 4,social
395,0.8,Bias 4,social
396,1.6,Bias 4,social
397,2.6,Bias 4,social
398,3.2,Bias 4,social
399,3.8,Bias 4,social
400,3.4000000000000004,Bias 4,social
0,0.8,Bias 3,social
1,0.6,Bias 3,social
2,0,Bias 3,social
3,0,Bias 3,social
4,0,Bias 3,social
5,0,Bias 3,social
6,0,Bias 3,social
7,0,Bias 3,social
8,0,Bias 3,social
9,0,Bias 3,social
10,0,Bias 3,social
11,0,Bias 3,social
12,0,Bias 3,social
13,0.2,Bias 3,social
14,0.4,Bias 3,social
15,0.2,Bias 3,social
16,0,Bias 3,social
17,0,Bias 3,social
18,0,Bias 3,social
19,0,Bias 3,social
20,0,Bias 3,social
21,0,Bias 3,social
22,0,Bias 3,social
23,0,Bias 3,social
24,0,Bias 3,social
25,0,Bias 3,social
26,0,Bias 3,social
27,0.4,Bias 3,social
28,0.2,Bias 3,social
29,0,Bias 3,social
30,0,Bias 3,social
31,0,Bias 3,social
32,0,Bias 3,social
33,0,Bias 3,social
34,0,Bias 3,social
35,0,Bias 3,social
36,1,Bias 3,social
37,2.1999999999999997,Bias 3,social
38,3,Bias 3,social
39,1.6,Bias 3,social
40,2,Bias 3,social
41,2.6,Bias 3,social
42,2.4,Bias 3,social
43,3.8,Bias 3,social
44,4.8,Bias 3,social
45,3.8,Bias 3,social
46,5.2,Bias 3,social
47,8.4,Bias 3,social
48,8.6,Bias 3,social
49,9,Bias 3,social
50,9,Bias 3,social
51,8.799999999999999,Bias 3,social
52,8,Bias 3,social
53,8.799999999999999,Bias 3,social
54,7.3999999999999995,Bias 3,social
55,7.3999999999999995,Bias 3,social
56,2.8000000000000003,Bias 3,social
57,1,Bias 3,social
58,1.4000000000000001,Bias 3,social
59,0.4,Bias 3,social
60,0,Bias 3,social
61,0,Bias 3,social
62,0,Bias 3,social
63,0,Bias 3,social
64,0.2,Bias 3,social
